Time,Angle,PWM_Voltage
13.848,-35.1397128125218,1.28510442636986
13.873,-35.0516579656166,1.29186683668825
13.898,-35.0780721322012,1.29693278664242
13.923,-35.2176579818683,1.30082885536907
13.948,-35.445325247348,1.30366754601838
13.972,-35.7191719750822,1.30613672060828
13.997,-35.9857262828783,1.3093240961893
14.022,-36.1883923027127,1.31365676106967
14.119,-36.2864743446984,1.31883046692692
14.144,-36.2767584652126,1.32438403982593
14.169,-36.1995683602378,1.3301172542229
14.194,-36.122615524758,1.33603290435785
14.219,-36.1124431299989,1.34146871999457
14.244,-36.2105165492653,1.34488405127232
14.269,-36.4254306542848,1.34534080053228
14.294,-36.7403839791892,1.34340573993307
14.319,-37.1278807273327,1.34025940746129
14.344,-37.5616983297593,1.3368861175897
14.369,-38.017050941225,1.33425547094432
14.394,-38.4597783712078,1.33369950730461
14.419,-38.8389789075063,1.33637737442953
14.444,-39.09530476972,1.34187127321901
14.469,-39.1799055385694,1.34840136321025
14.494,-39.0695358390877,1.35511118184503
14.518,-38.7700975130459,1.36241343140196
14.543,-38.3105848205546,1.36973407457212
14.568,-37.7327677862039,1.37516794263574
14.593,-37.0821540065038,1.37757428451447
14.618,-36.403789107193,1.37726220755319
14.643,-35.7410823281807,1.3748997069998
14.668,-35.1322523932749,1.37141059512258
14.693,-34.6022209151102,1.36859628984948
14.718,-34.1541458780409,1.36843492631469
14.743,-33.7667567726076,1.37184905393398
14.768,-33.4012147734699,1.37825592336052
14.793,-33.0173265207798,1.38576629250989
14.818,-32.590664882841,1.39226029255598
14.843,-32.1182636359414,1.39695037898162
14.868,-31.6126466102352,1.40046285984754
14.893,-31.0949520135627,1.40330516030438
14.918,-30.5934197419133,1.4054551244369
14.943,-30.1455539834672,1.40740487572293
14.968,-29.7996937731113,1.40987051699729
14.993,-29.6127548677268,1.41250329567433
15.018,-29.6411518102606,1.41454369183238
15.115,-29.9232244071794,1.41636407257038
15.14,-30.4616997468947,1.41893270714645
15.165,-31.2211682268072,1.42236017053132
15.19,-32.1424646361279,1.42567907826812
15.215,-33.1616033439779,1.42760355107734
15.24,-34.2231394582584,1.42774375254672
15.265,-35.2860587264842,1.42697324612982
15.29,-36.324158220019,1.42631314181618
15.315,-37.3231133438308,1.42633862203095
15.34,-38.2762671948286,1.42725566237244
15.365,-39.1812573016091,1.42874610130361
15.39,-40.0385654494884,1.43071578421838
15.415,-40.8512895535079,1.43381159949773
15.44,-41.6244744258893,1.43799193606982
15.465,-42.363635341347,1.44185208862657
